Ekran Boyutu,İşletim Sistemi,Ekran Çözünürlüğü,Ekran Panel Tipi,Ekran Çözünürlük Biçimi,Ağırlık,Ram(Bellek) Boyutu,İşlemci Modeli,İşlemci Arttırılmış Frekans,İşlemci Çekirdek Sayısı,İşlemci Markası,İşlemci Temel Frekans,İşlemci Önbelleği,Ram(Bellek) Türü,SSD Boyutu,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ram(Bellek) Frekansı,Sabit Disk(HDD) Boyutu,Harici Ekran Kartı Belleği,Harici Ekran Kartı Modeli
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx041-r7-5700u-8-gb-1-tb-ssd-512-gb-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,955757912",Lenovo ThinkPad E14 G3 20Y7004ETX041 R7-5700U 8 GB 1 TB SSD 512 GB Windows 10 Home 14 inç Full HD Laptop - Notebook,21288.17,22684,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.63 kg,32 GB,Intel Core i7-11390H,5.00 GHz,4 Çekirdek,Intel,,12 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-inspiron-5510-i55106003u10-i7-11390h-32-gb-ram-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1528504739","Dell Inspiron 5510 I55106003U10 i7-11390H 32 GB Ram 512 GB SSD 15.6"" Dizüstü Bilgisayar",24711.0,25550,3200 MHz,,,
15.6 inç,DOS,1920x1080 Piksel,LED (lPS),Full HD,2.30 kg,4 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-latitude-3520-n015l352019emeau11-intel-core-i5-1135g7-64gb-ram-1tb-ssd-15-6-inc-monitor-freedos-dizustu-bilgisayar-fiyatlari,938016290",Dell Latitude 3520 N015L352019EMEA_U11 Intel Core i5 1135G7 64GB Ram 1TB SSD 15.6 inç Monitör Freedos Dizüstü Bilgisayar,23399.0,24029,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.74 kg,16 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-2x7x2ea02-probook-450-g8-intel-core-i5-1135g7-16-gb-ram-512-gb-ssd-mx450-windows-10-pro-15-6-tasinabilir-bilgisayar-fiyatlari,1231757312","HP 2X7X2EA02 ProBook 450 G8 Intel Core i5-1135G7 16 GB Ram 512 GB SSD MX450 Windows 10 Pro 15.6"" Taşınabilir Bilgisayar",20779.0,21229,3200 MHz,,2 GB,NVIDIA GeForce MX 450
14 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.32 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-336h5ea03-elitebook-840-g8-intel-core-i7-1165g7-16-gb-256-gb-ssd-14-inc-windows-10-pro-touch-dizustu-bilgisayar-fiyatlari,2072346074",HP 336H5EA03 EliteBook 840 G8 Intel Core i7-1165G7 16 GB 256 GB SSD 14 inç Windows 10 Pro Touch Dizüstü Bilgisayar,22499.0,23049,3200 MHz,Yok,Yok,Yok
15.6 inç,Fredoss,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20td004htx7-i7-1165g7-16-gb-1-tb-ssd-mx450-15-6-inc-dizustu-bilgisayar-fiyatlari,868523697",Lenovo ThinkPad E15 G2 20TD004HTX7 i7-1165G7 16 GB 1 TB SSD MX450 15.6 İnç Dizüstü Bilgisayar,21084.47,22545,3200 MHz,,2 GB,NVIDIA GeForce MX450
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx068-r7-5700u-12-gb-1-tb-ssd-512-gb-windows-10-pro-14-inc-full-hd-laptop-notebook-fiyatlari,955809896",Lenovo ThinkPad E14 G3 20Y7004ETX068 R7-5700U 12 GB 1 TB SSD 512 GB Windows 10 Pro 14 inç Full HD Laptop - Notebook,22231.92,23735,3200 MHz,Yok,Yok,Yok
14 İnç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,8 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,4.70 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20ta0050tx034-thinkpad-e14-gen-2-intel-core-i7-1165g7-8-gb-ram-1-tb-256-gb-ssd-windows-10-pro-14-tasinabilir-bilgisayar-fiyatlari,1414791090","Lenovo 20TA0050TX034 ThinkPad E14 Gen 2 Intel Core i7-1165G7 8 GB Ram 1 TB + 256 GB SSD Windows 10 Pro 14"" Taşınabilir Bilgisayar",24290.78,25713,,1 TB,,
14 inç,Windows 10 Home,1920x1080,LED (IPS),FHD,1.64 kg,8 GB,Intel Core i7-1165G7,4.70 GHz,4,Intel,2.80 GHz,12 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g2-20ta0050tx016-i7-1165g7-8-gb-1-tb-ssd-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,899714464",Lenovo ThinkPad E14 G2 20TA0050TX016 İ7-1165G7 8 GB 1 TB SSD Windows 10 Home 14 inç Full HD Laptop - Notebook,22961.43,24306,3200 MHz,Yok,Yok,Yok
15.6 İnç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.7 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20ve00fqtx101-thinkbook-15-g2-intel-core-i5-1135g7-12-gb-2-tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-fiyatlari,2074630219","Lenovo 20ve00fqtx101 Thinkbook 15 G2 Intel Core i5-1135g7 12 GB 2 TB SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar",21637.62,23053,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows,,,,,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,,8 MB,,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20tds0kutx040-thinkpad-e15-g2-i5-1135g7-8-gb-ram-1-tb512-gb-ssd-mx450-w10p-15-6-dizustu-bilgisayar-fiyatlari,1114512400","Lenovo 20TDS0KUTX040 ThinkPad E15 G2 i5-1135G7 8 GB Ram 1 TB+512 GB SSD MX450 W10P 15.6"" Dizüstü Bilgisayar",20339.0,22752,,,,
15.6 İnç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.7 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,2 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20ve00fqtx100-thinkbook-15-g2-intel-core-i5-1135g7-8-gb-ram-2-tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-fiyatlari,2074630192","Lenovo 20VE00FQTX100 Thinkbook 15 G2 Intel Core i5-1135G7 8 GB Ram 2 TB SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar",21247.92,22655,3200 MHz,Yok,Yok,Yok
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,16 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx069-r7-5700u-16-gb-1-tb-ssd-256-gb-windows-10-pro-14-inc-full-hd-laptop-notebook-fiyatlari,955809898",Lenovo ThinkPad E14 G3 20Y7004ETX069 R7-5700U 16 GB 1 TB SSD 256 GB Windows 10 Pro 14 inç Full HD Laptop - Notebook,21995.98,23472,3200 MHz,Yok,Yok,Yok
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx043-r7-5700u-12-gb-1-tb-ssd-512-gb-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,955776400",Lenovo ThinkPad E14 G3 20Y7004ETX043 R7-5700U 12 GB 1 TB SSD 512 GB Windows 10 Home 14 inç Full HD Laptop - Notebook,21642.07,23078,3200 MHz,Yok,Yok,Yok
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,16 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx044-r7-5700u-16-gb-1-tb-ssd-256-gb-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,955776363",Lenovo ThinkPad E14 G3 20Y7004ETX044 R7-5700U 16 GB 1 TB SSD 256 GB Windows 10 Home 14 inç Full HD Laptop - Notebook,21406.14,22816,3200 MHz,Yok,Yok,Yok
14 İnç,Windows 10,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,40 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g3-20y7004etx073-r7-5700u-40-gb-1-tb-ssd-256-gb-windows-10-pro-14-inc-full-hd-laptop-notebook-fiyatlari,955809917",Lenovo ThinkPad E14 G3 20Y7004ETX073 R7-5700U 40 GB 1 TB SSD 256 GB Windows 10 Pro 14 inç Full HD Laptop - Notebook,24119.4,25785,3200 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,32 GB,i7-1165G7,2.80 GHz,4 Çekirdek,Intel,1.20 GHz,12 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20tes294tx014-i7-1165g7-32-gb-1-tb-ssd-512-gb-mx450-freedos-15-6-inc-full-hd-laptop-notebook-fiyatlari,969615491",Lenovo ThinkPad E15 G2 20TES294TX014 i7-1165G7 32 GB 1 TB SSD 512 GB MX450 Freedos 15.6 inç Full HD Laptop - Notebook,23527.46,25216,,Yok,2 GB,MX450
15.6 inç,,1920x1080 Piksel,,Full HD,1.70 kg,32 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,,12 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20td0052tx015-thinkpad-e15-gen-2-intel-core-i7-1165g7-32-gb-ram-1-tb-ssd-15-6-tasinabilir-bilgisayar-fiyatlari,1402638345","Lenovo 20TD0052TX015 ThinkPad E15 Gen 2 Intel Core i7-1165G7 32 GB Ram 1 TB SSD 15.6"" Taşınabilir Bilgisayar",22679.99,23528,3200 MHz,,,
14 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.32 kg,8 GB,Intel Core i5-1135G7,4.2 GHz,4,Intel,,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-elitebook-840-g8-336d8ea02-i5-1135g7-8-gb-ram-1-tb-ssd-14-dizustu-bilgisayar-fiyatlari,1822657617","HP EliteBook 840 G8 336D8EA02 i5-1135G7 8 GB Ram 1 TB SSD 14"" Dizüstü Bilgisayar",22590.05,23209,3200 MHz,Yok,,
14 inç,Windows 10 Home,1920x1080,LED (IPS),FHD,1.64 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4,Intel,2.80 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g2-20ta0050tx017-i7-1165g7-16-gb-256-gb-ssd-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,899734353",Lenovo ThinkPad E14 G2 20TA0050TX017 İ7-1165G7 16 GB 256 GB SSD Windows 10 Home 14 inç Full HD Laptop - Notebook,22115.48,23411,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.74 kg,16 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-2x7x2ea03-probook-450-g8-intel-core-i5-1135g7-16-gb-ram-1-tb-ssd-mx450-windows-10-pro-15-6-tasinabilir-bilgisayar-fiyatlari,1231757321","HP 2X7X2EA03 ProBook 450 G8 Intel Core i5-1135G7 16 GB Ram 1 TB SSD MX450 Windows 10 Pro 15.6"" Taşınabilir Bilgisayar",21879.0,22349,3200 MHz,,2 GB,NVIDIA GeForce MX 450
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.74 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-2x7x2ea01-probook-450-g8-intel-core-i5-1135g7-8-gb-1-tb-ssd-mx450-15-6-inc-windows-10-pro-full-hd-dizustu-bilgisayar-fiyatlari,2065903102",HP 2X7X2EA01 ProBook 450 G8 Intel Core i5-1135G7 8 GB 1 TB SSD MX450 15.6 inç Windows 10 Pro Full Hd Dizüstü Bilgisayar,21229.0,21839,3200 MHz,Yok,2 GB,NVIDIA GeForce MX 450
14 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.44 kg,8 GB,Intel Core i5-11320H,4.50 GHz,4 Çekirdek,Intel,3.20 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-vostro-5410-n3002cvn5410u07-i5-11320h-8-gb-512-ssd-mx450-14-fullhd-w10p-tasinabilir-bilgisayar-fiyatlari,2086126265",Dell Vostro 5410 N3002CVN5410U07 i5-11320H 8 GB 512 SSD MX450 14'' FullHD W10P Taşınabilir Bilgisayar,20383.75,21159,3200 MHz,Yok,2 GB,NVIDIA GeForce MX450
15.6 inç,,1920x1080 Piksel,IPS,Full HD,1.7 kg,32 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20td004htx045-i7-1165g7-32-gb-ram-500-gb-ssd-mx450-15-6-dizustu-bilgisayar-fiyatlari,1762813244","Lenovo ThinkPad E15 G2 20TD004HTX045 i7-1165G7 32 GB Ram 500 GB SSD MX450 15.6"" Dizüstü Bilgisayar",22624.28,24158,3200 MHz,,2 GB,NVIDIA GeForce MX450
15.6 inç,Windows,,,,,32 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,,8 MB,,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20tds0kutx037-thinkpad-e15-g2-i5-1135g7-32-gb-ram-512-gb-ssd-mx450-w10p-15-6-dizustu-bilgisayar-fiyatlari,1114512315","Lenovo 20TDS0KUTX037 ThinkPad E15 G2 i5-1135G7 32 GB Ram 512 GB SSD MX450 W10P 15.6"" Dizüstü Bilgisayar",20105.2,22752,,,,
15.6 inç,,1920x1080 Piksel,LED (IPS),FHD,1.70 kg,32 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,,8 MB,DDR4,1 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-gen-2-20td004dtx013-i5-1135g7-32-gb-ram-1-tb256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1032508377","Lenovo ThinkPad E15 Gen 2 20TD004DTX013 i5-1135G7 32 GB Ram 1 TB+256 GB SSD 15.6"" Dizüstü Bilgisayar",20100.23,20829,3200 MHz,,Yok,Yok
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,8 GB,i7-1165G7,2.80 GHz,4 Çekirdek,Intel,1.20 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20tes294tx024-i7-1165g7-8-gb-256-gb-ssd-mx450-windows-10-pro-15-6-inc-full-hd-laptop-notebook-fiyatlari,969707343",Lenovo ThinkPad E15 G2 20TES294TX024 i7-1165G7 8 GB 256 GB SSD MX450 Windows 10 Pro 15.6 inç Full HD Laptop - Notebook,21869.12,24163,,Yok,2 GB,MX450
14 inç,Windows 10 Pro,1920x1080,LED (IPS),FHD,1.64 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4,Intel,2.40 GHz,8 MB,DDR4,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e14-g2-20ta0054txz30-i5-1135g7-8-gb-1-tb-512-gb-mx450-windows-10-pro-14-inc-full-hd-laptop-notebook-fiyatlari,896260021",Lenovo ThinkPad E14 G2 20TA0054TXZ30 İ5-1135G7 8 GB 1 TB 512 GB MX450 Windows 10 Pro 14 inç Full HD Laptop - Notebook,21150.75,23213,3200 MHz,Yok,2 GB,NVIDIA GeForce MX450
15.6 inç,Fredoss,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,32 GB,Intel Core i7-1165G7,4.7 GHz,4,Intel,,12 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20td0052tx011-thinkpad-e15-gen-2-intel-core-i7-1165g7-32-gb-ram-512-gb-ssd-15-6-tasinabilir-bilgisayar-fiyatlari,1402645674","Lenovo 20TD0052TX011 ThinkPad E15 Gen 2 Intel Core i7-1165G7 32 GB Ram 512 GB SSD 15.6"" Taşınabilir Bilgisayar",22030.77,22697,3200 MHz,Yok,,Yok
14 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.85 kg,12 GB,Ryzen 7,2.60 GHz,2 Çekirdek,AMD,1.20 GHz,4 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yg004ftx037-thinkpad-e15-gen-3-amd-ryzen-75700u-12gb-ram-1tb-ssd-512gb-ssd-windows-10-home-14-inc-fhd-laptop-notebook-fiyatlari,925185955",Lenovo 20YG004FTX037 Thinkpad E15 Gen 3 Amd Ryzen 75700U 12GB RAM 1TB SSD 512GB SSD Windows 10 Home 14 inç FHD Laptop - Notebook,21131.99,22140,2400 MHz,1 TB,Yok,Yok
14 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,16 GB,Ryzen 7,4.20 GHz,2 Çekirdek,AMD,1.60 GHz,3 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yg004ftx039-thinkpad-e15-gen-3-amd-ryzen-75700u-16gb-ram-1tb-ssd-512gb-ssd-windows-10-home-14-inc-fhd-laptop-notebook-fiyatlari,926377499",Lenovo 20YG004FTX039 Thinkpad E15 Gen 3 Amd Ryzen 75700U 16GB RAM 1TB SSD 512GB SSD Windows 10 Home 14 inç FHD Laptop - Notebook,21492.2,22517,2400 MHz,,2 GB,NVIDIA GeForce MX100
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.75 kg,16 GB,Intel Core i5-11320H,4.50 GHz,4 Çekirdek,Intel,3.20 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-vostro-5510-n4006cvn5510u11-i5-11320h-16-gb-512-ssd-mx450-15-6-fullhd-w10p-tasinabilir-bilgisayar-fiyatlari,2086127043","Dell Vostro 5510 N4006cvn5510u11 İ5-11320h 16 gb 512 ssd Mx450 15.6"" Fullhd W10p Taşınabilir Bilgisayar",21702.0,22527,3200 MHz,Yok,2 GB,NVIDIA GeForce MX450
14 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,40 GB,Ryzen 7,2.60 GHz,2 Çekirdek,AMD,1.80 GHz,3 MB,DDR4,,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yg004ftx055-thinkpad-e15-gen-3-amd-ryzen-75700u-40gb-ram-1tb-ssd-windows-10-pro-14-inc-fhd-laptop-notebook-fiyatlari,926378718",Lenovo 20YG004FTX055 Thinkpad E15 Gen 3 Amd Ryzen 75700U 40GB RAM 1TB SSD Windows 10 Pro 14 inç FHD Laptop - Notebook,22442.87,23637,2400 MHz,,2 GB,NVIDIA GeForce MX100
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.7 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,,12 MB,DDR4,,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-e15-20td004ktx11-i7-1165g7-16gb-512ssd-2gb-15-6-inc-laptop-notebook-fiyatlari,740468785",Lenovo E15 20TD004KTX11 i7-1165G7 16GB 512SSD 2GB 15.6 inç Laptop - Notebook,23019.0,25724,3200 MHz,,2 GB,NVIDIA GeForce MX450
15.6 inç,,1920x1080 Piksel,IPS,Full HD,1.7 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,250 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20td004htx020-i7-1165g7-16-gb-ram-250-gb-ssd-mx450-15-6-dizustu-bilgisayar-fiyatlari,1762812952","Lenovo ThinkPad E15 G2 20TD004HTX020 i7-1165G7 16 GB Ram 250 GB SSD MX450 15.6"" Dizüstü Bilgisayar",20575.8,21971,3200 MHz,,2 GB,NVIDIA GeForce MX450
15.6 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,32 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,,12 MB,DDR4,1 TB-512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20tes294tx038-thinkpad-e15-g2-i7-1165g7-32gb-ram-512gb1tb-ssd-mx450-w10pro-15-6-dizustu-bilgisayar-fiyatlari,970648149","Lenovo 20tes294tx038 ThinkPad E15 G2 i7-1165G7 32GB Ram 512GB+1TB SSD MX450 W10Pro 15.6"" Dizüstü Bilgisayar",24254.06,25175,3200 MHz,Yok,2 GB,NVIDIA GeForce MX450
14 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.64 kg,8 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,1 TB-256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20ta0053tx009-thinkpad-e14-g2-i7-1165g7-8-gb-ram-1-tb256-gb-ssd-mx450-dos-14-dizustu-bilgisayar-fiyatlari,1108404582","Lenovo 20TA0053TX009 ThinkPad E14 G2  i7-1165G7 8 GB Ram 1 TB+256 GB SSD MX450 Dos 14"" Dizüstü Bilgisayar",21999.99,26127,3200 MHz,Yok,2 GB,NVIDIA GeForce MX450
14 inç,Windows,1920x1080 Piksel,LED (IPS),Full HD,1.38 kg,32 GB,Intel Core i5-1235U,4.40 GHz,10 Çekirdek,Intel,3.30 GHz,12 MB,DDR4,512 GB+1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-probook-440-g9-5y3z1ea10-i5-1235u-32-gb-512-ssd1-tbssd-14-fullhd-w11p-tasinabilir-bilgisayar-fiyatlari,2086662393",HP ProBook 440 G9 5Y3Z1EA10 i5-1235U 32 GB 512 SSD+1 TBSSD 14'' FullHD W11P Taşınabilir Bilgisayar,20829.74,21329,3200 MHz,Yok,Yok,Yok
14.0 inç,Windows,1920x1080 Piksel,IPS,Full HD,1.64 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20tbs6t7rr26-thinkpad-e14-g2-intel-core-i7-1165g7-16-gb-256-gb-ssd-14-inc-windows-10-pro-full-hd-dizustu-bilgisayar-fiyatlari,2069871749",Lenovo 20TBS6T7RR26 ThinkPad E14 G2 Intel Core i7-1165G7 16 GB 256 GB SSD 14 inç Windows 10 Pro Full Hd Dizüstü Bilgisayar,21409.0,23739,3200 MHz,,,
14 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,4 GB,Ryzen 7,4.20 GHz,,AMD,1.20 GHz,,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20yg004ftx062-thinkpad-e15-gen-3-amd-ryzen-75700u-24gb-ram-1tb-ssd-256gb-ssd-windows-10-pro-14-inc-fhd-laptop-notebook-fiyatlari,925219617",Lenovo 20YG004FTX062 Thinkpad E15 Gen 3 Amd Ryzen 75700U 24GB RAM 1TB SSD 256GB SSD Windows 10 Pro 14 inç FHD Laptop - Notebook,21826.46,23015,,1 TB,,
15.6 inç,,1920x1080 Piksel,IPS,Full HD,1.7 kg,16 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,250 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-thinkpad-e15-g2-20td004htx038-i7-1165g7-16-gb-ram-250-gb-ssd-mx450-15-6-dizustu-bilgisayar-fiyatlari,1762812526","Lenovo ThinkPad E15 G2 20TD004HTX038 i7-1165G7 16 GB Ram 250 GB SSD MX450 15.6"" Dizüstü Bilgisayar",21144.82,22578,3200 MHz,,2 GB,NVIDIA GeForce MX450
14.0 inç,Windows,1920x1080 Piksel,IPS,Full HD,1.64 kg,8 GB,Intel Core i7-1165G7,4.70 GHz,4 Çekirdek,Intel,2.80 GHz,12 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-20tbs6t7rr28-thinkpad-e14-g2-intel-core-i7-1165g7-8-gb-512-gb-ssd-14-inc-windows-10-pro-full-hd-dizustu-bilgisayar-fiyatlari,2069871747",Lenovo 20TBS6T7RR28 ThinkPad E14 G2 Intel Core i7-1165G7 8 GB 512 GB SSD 14 inç Windows 10 Pro Full Hd Dizüstü Bilgisayar,21339.0,23739,3200 MHz,,,
